Date,Open,High,Low,Close,Adj Close,Volume
2019-10-21,6860.000000,6980.000000,6850.000000,6950.000000,6816.874023,548100
2019-10-23,6900.000000,7040.000000,6860.000000,7000.000000,6865.916016,1042600
2019-10-24,7030.000000,7090.000000,7000.000000,7040.000000,6905.149902,864400
2019-10-25,7030.000000,7060.000000,6980.000000,7010.000000,6875.724609,932500
2019-10-28,6940.000000,7000.000000,6910.000000,6950.000000,6816.874023,597800
2019-10-29,6850.000000,6910.000000,6720.000000,6740.000000,6610.896484,1186800
2019-10-30,6800.000000,6820.000000,6670.000000,6720.000000,6591.279297,1301800
2019-10-31,6770.000000,6776.000000,6649.000000,6668.000000,6540.275391,1188300
2019-11-01,6668.000000,6746.000000,6635.000000,6664.000000,6536.352051,1077600
2019-11-05,6754.000000,6853.000000,6707.000000,6758.000000,6628.551758,1076800
2019-11-06,6850.000000,6857.000000,6727.000000,6753.000000,6623.647461,1070700
2019-11-07,6835.000000,6872.000000,6682.000000,6711.000000,6582.452148,1155800
2019-11-08,6611.000000,6670.000000,6187.000000,6389.000000,6266.619629,2697600
2019-11-11,6387.000000,6568.000000,6376.000000,6549.000000,6423.555176,1310600
2019-11-12,6569.000000,6734.000000,6557.000000,6575.000000,6449.057129,1275600
2019-11-13,6660.000000,6692.000000,6549.000000,6553.000000,6427.478516,789400
2019-11-14,6515.000000,6573.000000,6424.000000,6429.000000,6305.853516,953400
2019-11-15,6470.000000,6546.000000,6443.000000,6532.000000,6406.880859,895000
2019-11-18,6579.000000,6611.000000,6528.000000,6594.000000,6467.693359,642800
2019-11-19,6566.000000,6640.000000,6547.000000,6604.000000,6477.501465,607400
2019-11-20,6594.000000,6692.000000,6582.000000,6692.000000,6563.815918,625900
2019-11-21,6740.000000,6793.000000,6632.000000,6778.000000,6648.168457,1061400
2019-11-22,6802.000000,6834.000000,6733.000000,6811.000000,6680.536621,778500
2019-11-25,6831.000000,6865.000000,6677.000000,6719.000000,6590.298828,631200
2019-11-26,6752.000000,6806.000000,6722.000000,6778.000000,6648.168457,950400
2019-11-27,6776.000000,6839.000000,6749.000000,6803.000000,6672.689941,661400
2019-11-28,6816.000000,6820.000000,6737.000000,6784.000000,6654.053711,486500
2019-11-29,6749.000000,6749.000000,6628.000000,6637.000000,6509.869629,772200
2019-12-02,6696.000000,6745.000000,6670.000000,6688.000000,6559.892578,525700
2019-12-03,6640.000000,6742.000000,6634.000000,6689.000000,6560.873535,645000
2019-12-04,6688.000000,6760.000000,6684.000000,6713.000000,6584.413574,662500
2019-12-05,6680.000000,6710.000000,6616.000000,6653.000000,6525.562988,738200
2019-12-06,6653.000000,6681.000000,6602.000000,6620.000000,6493.195313,776500
2019-12-09,6650.000000,6674.000000,6602.000000,6666.000000,6538.313965,516600
2019-12-10,6643.000000,6704.000000,6614.000000,6682.000000,6554.007813,604900
2019-12-11,6750.000000,6780.000000,6636.000000,6671.000000,6543.218262,664600
2019-12-12,6677.000000,6677.000000,6602.000000,6612.000000,6485.348145,572100
2019-12-13,6722.000000,6768.000000,6638.000000,6679.000000,6551.064941,1439100
2019-12-16,6683.000000,6719.000000,6657.000000,6700.000000,6571.662598,518500
2019-12-17,6661.000000,6664.000000,6540.000000,6540.000000,6414.727539,925800
2019-12-18,6515.000000,6578.000000,6414.000000,6560.000000,6434.344238,797400
2019-12-19,6597.000000,6694.000000,6521.000000,6521.000000,6396.091309,1002500
2019-12-20,6500.000000,6549.000000,6457.000000,6530.000000,6404.918945,778100
2019-12-23,6558.000000,6615.000000,6543.000000,6602.000000,6475.539551,462900
2019-12-24,6588.000000,6659.000000,6532.000000,6540.000000,6414.727539,446200
2019-12-25,6531.000000,6562.000000,6508.000000,6518.000000,6393.148926,263600
2019-12-26,6494.000000,6522.000000,6472.000000,6510.000000,6385.302246,414000
2019-12-27,6530.000000,6574.000000,6520.000000,6534.000000,6408.842285,427100
2019-12-30,6575.000000,6647.000000,6565.000000,6631.000000,6503.984375,797500
2020-01-06,6482.000000,6548.000000,6393.000000,6401.000000,6278.390137,1152600
2020-01-07,6353.000000,6500.000000,6328.000000,6451.000000,6327.432129,917700
2020-01-08,6379.000000,6441.000000,6258.000000,6287.000000,6166.573730,954400
2020-01-09,6351.000000,6468.000000,6331.000000,6436.000000,6312.719238,834800
2020-01-10,6494.000000,6575.000000,6418.000000,6569.000000,6443.171875,863800
2020-01-14,6592.000000,6713.000000,6585.000000,6695.000000,6566.758789,811900
2020-01-15,6645.000000,6648.000000,6517.000000,6545.000000,6419.631836,600700
2020-01-16,6545.000000,6549.000000,6416.000000,6426.000000,6302.911133,849500
2020-01-17,6520.000000,6540.000000,6428.000000,6447.000000,6323.508789,792600
2020-01-20,6468.000000,6495.000000,6442.000000,6471.000000,6347.049316,315700
2020-01-21,6446.000000,6521.000000,6443.000000,6517.000000,6392.167969,543400
2020-01-22,6553.000000,6647.000000,6547.000000,6639.000000,6511.831543,614400
2020-01-23,6618.000000,6661.000000,6602.000000,6636.000000,6508.888672,552000
2020-01-24,6659.000000,6694.000000,6604.000000,6629.000000,6502.022461,609300
2020-01-27,6471.000000,6498.000000,6399.000000,6409.000000,6286.236816,720200
2020-01-28,6391.000000,6448.000000,6341.000000,6436.000000,6312.719238,531200
2020-01-29,6384.000000,6440.000000,6356.000000,6436.000000,6312.719238,578100
2020-01-30,6388.000000,6403.000000,6218.000000,6249.000000,6129.301270,794900
2020-01-31,6290.000000,6480.000000,6280.000000,6378.000000,6255.830566,842700
2020-02-03,6316.000000,6406.000000,6264.000000,6332.000000,6210.711914,685500
2020-02-04,6307.000000,6446.000000,6298.000000,6419.000000,6296.044922,908200
2020-02-05,6448.000000,6599.000000,6448.000000,6584.000000,6457.884766,814000
2020-02-06,6584.000000,6747.000000,6522.000000,6703.000000,6574.604980,1249800
2020-02-07,6667.000000,6684.000000,6262.000000,6295.000000,6174.420410,2068000
2020-02-10,6150.000000,6197.000000,5961.000000,6023.000000,5907.630371,1870200
2020-02-12,6023.000000,6075.000000,5916.000000,5972.000000,5857.607422,1743600
2020-02-13,5965.000000,6022.000000,5903.000000,5985.000000,5870.358398,1256500
2020-02-14,5934.000000,6140.000000,5920.000000,6078.000000,5961.577148,1301200
2020-02-17,6044.000000,6125.000000,6030.000000,6080.000000,5963.538574,673300
2020-02-18,6030.000000,6041.000000,5814.000000,5851.000000,5738.924805,1340600
2020-02-19,5803.000000,5992.000000,5803.000000,5960.000000,5845.837402,1118500
2020-02-20,6001.000000,6030.000000,5882.000000,5910.000000,5796.794922,833000
2020-02-21,5901.000000,5956.000000,5870.000000,5920.000000,5806.603516,677200
2020-02-25,5620.000000,5775.000000,5588.000000,5765.000000,5654.572266,1419500
2020-02-26,5724.000000,5776.000000,5651.000000,5721.000000,5611.415039,1253700
2020-02-27,5621.000000,5708.000000,5579.000000,5650.000000,5541.775391,1247900
2020-02-28,5510.000000,5574.000000,5322.000000,5370.000000,5267.138672,1822700
2020-03-02,5352.000000,5722.000000,5338.000000,5636.000000,5528.043457,1645500
2020-03-03,5690.000000,5710.000000,5515.000000,5515.000000,5409.360840,1464100
2020-03-04,5503.000000,5867.000000,5454.000000,5716.000000,5606.511230,1993200
2020-03-05,5903.000000,5950.000000,5817.000000,5883.000000,5770.312012,1740800
2020-03-06,5880.000000,5956.000000,5807.000000,5860.000000,5747.752930,1708600
2020-03-09,5700.000000,5741.000000,5545.000000,5622.000000,5514.311523,1449100
2020-03-10,5581.000000,5768.000000,5350.000000,5708.000000,5598.664551,1748800
2020-03-11,5611.000000,5669.000000,5480.000000,5495.000000,5389.744141,1717000
2020-03-12,5361.000000,5416.000000,5180.000000,5283.000000,5181.804688,1495700
2020-03-13,4810.000000,5119.000000,4699.000000,4945.000000,4850.279297,2351200
2020-03-16,4920.000000,5000.000000,4723.000000,4753.000000,4661.957031,1322700
2020-03-17,4613.000000,4938.000000,4570.000000,4894.000000,4800.256348,2008600
2020-03-18,4897.000000,5033.000000,4682.000000,4682.000000,4592.316895,2169700
2020-03-19,4612.000000,4855.000000,4612.000000,4790.000000,4698.248047,2845400
2020-03-23,4860.000000,5067.000000,4789.000000,4917.000000,4822.815430,1625700
2020-03-24,5057.000000,5440.000000,5008.000000,5157.000000,5058.218750,2435700
2020-03-25,5305.000000,5392.000000,5177.000000,5369.000000,5266.157715,1869400
2020-03-26,5227.000000,5446.000000,5157.000000,5347.000000,5244.579102,1187900
2020-03-27,5442.000000,5610.000000,5360.000000,5592.000000,5484.886230,1779600
2020-03-30,5411.000000,5500.000000,5240.000000,5385.000000,5370.202148,1327100
2020-03-31,5478.000000,5582.000000,5229.000000,5241.000000,5226.598145,1545100
2020-04-01,5240.000000,5413.000000,5113.000000,5149.000000,5134.850586,1146700
2020-04-02,5087.000000,5238.000000,5034.000000,5081.000000,5067.037598,1121900
2020-04-03,5080.000000,5187.000000,5030.000000,5139.000000,5124.878418,1210200
2020-04-06,5239.000000,5353.000000,5142.000000,5333.000000,5318.345215,1097700
2020-04-07,5390.000000,5416.000000,5262.000000,5408.000000,5393.139160,1153000
2020-04-08,5408.000000,5438.000000,5311.000000,5405.000000,5390.147461,920100
2020-04-09,5380.000000,5415.000000,5163.000000,5288.000000,5273.468750,1050000
2020-04-10,5388.000000,5563.000000,5188.000000,5550.000000,5534.749023,1461400
2020-04-13,5466.000000,5554.000000,5410.000000,5523.000000,5507.823242,656800
2020-04-14,5537.000000,5682.000000,5489.000000,5637.000000,5621.509766,750900
2020-04-15,5596.000000,5676.000000,5575.000000,5614.000000,5598.572754,914700
2020-04-16,5514.000000,5535.000000,5423.000000,5531.000000,5515.801270,988600
2020-04-17,5578.000000,5587.000000,5468.000000,5538.000000,5522.781738,911100
2020-04-20,5400.000000,5450.000000,5354.000000,5409.000000,5394.136230,775300
2020-04-21,5290.000000,5395.000000,5258.000000,5358.000000,5343.276367,935600
2020-04-22,5323.000000,5363.000000,5203.000000,5351.000000,5336.295898,844400
2020-04-23,5358.000000,5453.000000,5358.000000,5443.000000,5428.042969,547400
2020-04-24,5439.000000,5440.000000,5351.000000,5426.000000,5411.089844,803000
2020-04-27,5452.000000,5478.000000,5408.000000,5426.000000,5411.089844,666300
2020-04-28,5409.000000,5431.000000,5338.000000,5431.000000,5416.075684,849600
2020-04-30,5572.000000,5580.000000,5422.000000,5431.000000,5416.075684,906900
2020-05-01,5392.000000,5449.000000,5311.000000,5434.000000,5419.067383,840800
2020-05-07,5380.000000,5459.000000,5322.000000,5459.000000,5443.999023,859000
2020-05-08,5653.000000,5677.000000,5424.000000,5479.000000,5463.943848,1064500
2020-05-11,5500.000000,5514.000000,5460.000000,5483.000000,5467.933105,478500
2020-05-12,5527.000000,5608.000000,5507.000000,5596.000000,5580.622559,575400
2020-05-13,5575.000000,5669.000000,5555.000000,5659.000000,5643.449219,652200
2020-05-14,5656.000000,5656.000000,5473.000000,5480.000000,5464.941406,588400
2020-05-15,5533.000000,5565.000000,5468.000000,5507.000000,5491.867188,781900
2020-05-18,5557.000000,5557.000000,5448.000000,5500.000000,5484.886230,576500
2020-05-19,5564.000000,5617.000000,5511.000000,5593.000000,5577.630859,907800
2020-05-20,5592.000000,5804.000000,5580.000000,5804.000000,5788.050781,968600
2020-05-21,5807.000000,5878.000000,5520.000000,5761.000000,5745.168945,1829400
2020-05-22,5797.000000,5815.000000,5665.000000,5768.000000,5752.149902,864300
2020-05-25,5921.000000,5923.000000,5800.000000,5854.000000,5837.913574,621300
2020-05-26,5880.000000,6184.000000,5827.000000,5993.000000,5976.531738,1021600
2020-05-27,5993.000000,6080.000000,5956.000000,5960.000000,5943.622070,739100
2020-05-28,5920.000000,6030.000000,5860.000000,6024.000000,6007.446289,870600
2020-05-29,6059.000000,6095.000000,5982.000000,5996.000000,5979.523438,1251100
2020-06-01,6072.000000,6088.000000,5992.000000,6055.000000,6038.361328,679200
2020-06-02,6092.000000,6187.000000,6069.000000,6145.000000,6128.113770,762900
2020-06-03,6198.000000,6445.000000,6172.000000,6431.000000,6413.328125,1226700
2020-06-04,6490.000000,6549.000000,6396.000000,6400.000000,6382.413086,1105900
2020-06-05,6312.000000,6424.000000,6300.000000,6407.000000,6389.394043,918400
2020-06-08,6449.000000,6479.000000,6390.000000,6407.000000,6389.394043,694700
2020-06-09,6269.000000,6286.000000,6118.000000,6194.000000,6176.979004,1333100
2020-06-10,6212.000000,6250.000000,6141.000000,6205.000000,6187.948730,885900
2020-06-11,6156.000000,6251.000000,6150.000000,6173.000000,6156.037109,804100
2020-06-12,6157.000000,6157.000000,6035.000000,6118.000000,6101.187988,1266200
2020-06-15,6096.000000,6145.000000,5940.000000,5941.000000,5924.674316,651900
2020-06-16,6078.000000,6173.000000,6000.000000,6128.000000,6111.160645,1098400
2020-06-17,6121.000000,6165.000000,6071.000000,6112.000000,6095.204590,605300
2020-06-18,6068.000000,6126.000000,6030.000000,6045.000000,6028.388672,638600
2020-06-19,6045.000000,6060.000000,5935.000000,5945.000000,5928.663574,1333000
2020-06-22,5899.000000,5903.000000,5777.000000,5778.000000,5762.122559,1158300
2020-06-23,5841.000000,5919.000000,5756.000000,5881.000000,5864.839355,815100
2020-06-24,5880.000000,5891.000000,5802.000000,5844.000000,5827.940918,822500
