Date,Open,High,Low,Close,Adj Close,Volume
2019-10-21,6477.000000,6481.000000,6402.000000,6460.000000,6416.180664,2727400
2019-10-23,6360.000000,6379.000000,6292.000000,6355.000000,6311.892578,5147400
2019-10-24,6383.000000,6396.000000,6300.000000,6340.000000,6296.994141,3352100
2019-10-25,6362.000000,6426.000000,6282.000000,6314.000000,6271.170898,4761200
2019-10-28,6388.000000,6436.000000,6345.000000,6370.000000,6326.791016,3918500
2019-10-29,6431.000000,6490.000000,6410.000000,6442.000000,6398.302734,5106800
2019-10-30,6489.000000,6489.000000,6331.000000,6365.000000,6321.825195,8485000
2019-10-31,6650.000000,6695.000000,6572.000000,6625.000000,6580.061035,12085500
2019-11-01,6600.000000,6670.000000,6584.000000,6619.000000,6574.102051,5817800
2019-11-05,6695.000000,6740.000000,6644.000000,6693.000000,6647.600098,6891300
2019-11-06,6730.000000,6742.000000,6626.000000,6640.000000,6594.959473,5188900
2019-11-07,6601.000000,6620.000000,6511.000000,6552.000000,6507.556152,4827100
2019-11-08,6600.000000,6622.000000,6545.000000,6567.000000,6522.454590,4787800
2019-11-11,6664.000000,6689.000000,6633.000000,6683.000000,6637.667969,4869800
2019-11-12,6703.000000,6767.000000,6702.000000,6767.000000,6721.097656,4991200
2019-11-13,6788.000000,6855.000000,6786.000000,6812.000000,6765.792969,5185600
2019-11-14,6754.000000,6761.000000,6663.000000,6701.000000,6655.545410,4907800
2019-11-15,6705.000000,6759.000000,6680.000000,6726.000000,6680.375977,3897900
2019-11-18,6765.000000,6854.000000,6751.000000,6844.000000,6797.575684,4714900
2019-11-19,6779.000000,6790.000000,6724.000000,6755.000000,6709.179199,5103000
2019-11-20,6689.000000,6732.000000,6672.000000,6697.000000,6651.573242,4326900
2019-11-21,6667.000000,6705.000000,6558.000000,6633.000000,6588.006836,5615900
2019-11-22,6687.000000,6737.000000,6681.000000,6686.000000,6640.647461,3982400
2019-11-25,6708.000000,6714.000000,6672.000000,6713.000000,6667.464355,2558600
2019-11-26,6789.000000,6897.000000,6779.000000,6896.000000,6849.223145,9540500
2019-11-27,6883.000000,6958.000000,6865.000000,6932.000000,6884.978516,6572600
2019-11-28,6950.000000,6969.000000,6876.000000,6897.000000,6850.216309,3739900
2019-11-29,6950.000000,7028.000000,6893.000000,6904.000000,6857.168945,7335300
2019-12-02,6980.000000,7035.000000,6946.000000,6998.000000,6950.530762,6427100
2019-12-03,6939.000000,7102.000000,6925.000000,7102.000000,7053.825684,7248500
2019-12-04,7050.000000,7098.000000,6992.000000,7098.000000,7049.852539,7075500
2019-12-05,7162.000000,7177.000000,7070.000000,7088.000000,7039.920898,6927200
2019-12-06,7100.000000,7128.000000,7024.000000,7068.000000,7020.056152,3814600
2019-12-09,7132.000000,7172.000000,7126.000000,7144.000000,7095.540527,5442100
2019-12-10,7200.000000,7268.000000,7198.000000,7245.000000,7195.855469,6480100
2019-12-11,7207.000000,7230.000000,7204.000000,7219.000000,7170.032227,6038200
2019-12-12,7300.000000,7320.000000,7237.000000,7301.000000,7251.476074,7063400
2019-12-13,7433.000000,7476.000000,7401.000000,7443.000000,7392.512695,8866500
2019-12-16,7414.000000,7505.000000,7396.000000,7466.000000,7415.356934,4827100
2019-12-17,7494.000000,7496.000000,7420.000000,7455.000000,7404.431641,5298600
2019-12-18,7370.000000,7439.000000,7365.000000,7413.000000,7362.715820,3822100
2019-12-19,7422.000000,7472.000000,7409.000000,7453.000000,7402.444824,3680000
2019-12-20,7370.000000,7378.000000,7290.000000,7326.000000,7276.306152,7646000
2019-12-23,7401.000000,7426.000000,7371.000000,7392.000000,7341.858398,3216600
2019-12-24,7434.000000,7466.000000,7365.000000,7406.000000,7355.763672,2879500
2019-12-25,7406.000000,7423.000000,7378.000000,7417.000000,7366.688965,1804200
2019-12-26,7399.000000,7440.000000,7387.000000,7427.000000,7376.621094,2297900
2019-12-27,7450.000000,7482.000000,7407.000000,7450.000000,7399.465332,3597500
2019-12-30,7421.000000,7423.000000,7354.000000,7401.000000,7350.797852,4512200
2020-01-06,7331.000000,7429.000000,7325.000000,7420.000000,7369.668945,5154100
2020-01-07,7542.000000,7703.000000,7532.000000,7655.000000,7603.074707,11720000
2020-01-08,7591.000000,7702.000000,7514.000000,7660.000000,7608.040527,11405100
2020-01-09,7775.000000,7839.000000,7717.000000,7804.000000,7751.063965,9195400
2020-01-10,7864.000000,7916.000000,7830.000000,7843.000000,7789.799316,7961300
2020-01-14,7950.000000,8113.000000,7943.000000,8036.000000,7981.490234,13303600
2020-01-15,7935.000000,8016.000000,7863.000000,7880.000000,7826.548340,11286400
2020-01-16,7879.000000,7993.000000,7857.000000,7936.000000,7882.168945,6695700
